tourney_id,tourney_name,surface,tourney_date,winner_id,winner_name,winner_rank,winner_rank_points,loser_id,loser_name,loser_rank,loser_rank_points,score,round
2015-422 ,Cincinnati Masters             ,Hard   ,16-08-2015,106432,Borna Coric            ,38,1101,100644,Alexander Zverev       ,85,607,7-5 3-6 7-6(5)   ,R64
2015-540 ,Wimbledon             ,Grasss   ,29-06-2015,106045,Denis Kudla            ,105,496,100644,Alexander Zverev       ,74,689,6-3 3-6 7-6(2) 6-,R64
2015-403 ,Miami Masters               ,Hard   ,25-03-2015,104586,Lukas Rosol            ,30,1215,100644,Alexander Zverev       ,129,432,7-6(0) 6-3       ,R64
2015-560 ,US Open             ,Hard   ,31-08-2015,104259,Philipp Kohlschreib    ,29,1230,100644,Alexander Zverev       ,82,634,6-7(0) 6-2 6-0 2-,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,105227,Marin Cilic            ,14,2430,102148,Fabrice Santoro        ,67,645,7-5 7-5 6-3      ,R12
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,104797,Denis Istomin          ,70,715,102783,Rainer Schuettler      ,85,622,6-3 7-6(5) 4-6 4-,R64
2010-560 ,US Open             ,Hard   ,30-08-2010,105332,Benoit Paire           ,163,294,102783,Rainer Schuettler      ,91,588,6-3 6-3 4-6 3-6 7,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,103852,Feliciano Lopez        ,46,905,102783,Rainer Schuettler      ,107,505,6-3 2-6 6-3 6-2  ,R64
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,104198,Guillermo Garcia Lo    ,40,965,102783,Rainer Schuettler      ,79,622,7-5 6-4 6-2      ,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,104745,Rafael Nadal           ,3,7440,102783,Rainer Schuettler      ,90,564,6-4 6-4          ,R64
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,103758,Taylor Dent            ,83,596,102783,Rainer Schuettler      ,87,575,6-1 6-4          ,R12
2011-580 ,Australian Open             ,Hard   ,17-01-2011,104269,Fernando Verdasco      ,9,3240,102783,Rainer Schuettler      ,83,597,6-1 6-3 6-2      ,R12
2011-540 ,Wimbledon             ,Grasss   ,20-06-2011,103852,Feliciano Lopez        ,44,1020,102783,Rainer Schuettler      ,113,481,7-6(3) 6-7(3) 6-2,R64
2011-403 ,Miami Masters             ,Hard   ,23-03-2011,104468,Gilles Simon           ,27,1305,102783,Rainer Schuettler      ,87,584,6-4 6-3          ,R64
2011-404 ,Indian Wells Masters              ,Hard   ,10-03-2011,104468,Gilles Simon           ,31,1270,102783,Rainer Schuettler      ,83,600,6-3 7-6(5)       ,R64
2011-520 ,Roland-Garros              ,Clay   ,22-05-2011,105238,Alexandr Dolgopolov    ,22,1450,102783,Rainer Schuettler      ,98,549,6-3 6-3 6-1      ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,104678,Viktor Troicki         ,30,1220,102839,Nicolas Lapentti       ,94,540,4-6 6-3 6-1 6-3  ,R12
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,103758,Taylor Dent            ,102,499,102839,Nicolas Lapentti       ,129,395,6-3 6-4 7-6(3)   ,R12
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,103819,Roger Federer          ,1,11035,102839,Nicolas Lapentti       ,102,505,6-3 6-3          ,R64
2010-580 ,Australian Open             ,Hard   ,18-01-2010,105011,Illya Marchenko        ,119,455,102845,Carlos Moya            ,509,55,7-6(2) 7-5 6-3   ,R12
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,104559,Teymuraz Gabashvili    ,84,624,102887,Ramon Delgado          ,143,362,2-6 6-4 6-4 6-2  ,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,104269,Fernando Verdasco      ,12,2860,102887,Ramon Delgado          ,165,295,6-4 6-1          ,R64
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,103813,Jarkko Nieminen        ,67,736,102905,Stefan Koubek          ,121,424,6-4 7-6(3) 5-7 6-,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,104269,Fernando Verdasco      ,9,3300,102905,Stefan Koubek          ,134,377,6-1 RET          ,R32
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,103900,David Nalbandian       ,139,365,102905,Stefan Koubek          ,132,392,6-2 7-6(2)       ,R12
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,103908,Paul Henri Mathieu     ,66,740,102967,Marc Gicquel           ,128,409,6-1 7-5 3-6 6-1  ,R12
2010-560 ,US Open             ,Hard   ,30-08-2010,105217,Thiemo De Bakker       ,48,972,102967,Marc Gicquel           ,170,284,6-4 7-5 6-2      ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,104918,Andy Murray            ,4,6780,102967,Marc Gicquel           ,57,775,6-1 6-4 6-3      ,R64
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,105137,Pere Riba              ,96,559,102967,Marc Gicquel           ,101,499,6-3 6-2 7-6(5)   ,R12
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,104724,Eduardo Schwank        ,64,718,102967,Marc Gicquel           ,66,699,4-3 RET          ,R12
2011-560 ,US Open             ,Hard   ,29-08-2011,106058,Jack Sock              ,555,47,102967,Marc Gicquel           ,97,562,6-4 6-3 1-6 6-4  ,R12
2011-540 ,Wimbledon             ,Grasss   ,20-06-2011,105683,Milos Raonic           ,25,1354,102967,Marc Gicquel           ,119,463,6-3 7-6(3) 6-3   ,R12
2011-520 ,Roland-Garros              ,Clay   ,22-05-2011,103656,Albert Montanes        ,38,1110,102967,Marc Gicquel           ,127,449,6-4 6-4 6-2      ,R12
2013-540 ,Wimbledon             ,Grasss   ,24-06-2013,105577,Vasek Pospisil         ,103,546,102967,Marc Gicquel           ,131,438,6-3 6-2 7-6(3)   ,R12
2013-403 ,Miami Masters             ,Hard   ,20-03-2013,106071,Bernard Tomic          ,45,910,102967,Marc Gicquel           ,117,448,7-5 7-6(3)       ,R12
2013-520 ,Roland-Garros              ,Clay   ,27-05-2013,104269,Fernando Verdasco      ,53,830,102967,Marc Gicquel           ,126,431,6-2 6-3 6-1      ,R12
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,103656,Albert Montanes        ,34,1325,102999,Stefano Galvani        ,281,160,6-3 6-3 6-3      ,R12
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,103970,David Ferrer           ,11,3010,103017,Nicolas Kiefer         ,178,262,6-4 6-2 6-3      ,R12
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,103819,Roger Federer          ,2,8525,103096,Arnaud Clement         ,86,620,6-2 6-4 6-2      ,R32
2010-560 ,US Open             ,Hard   ,30-08-2010,103888,Mardy Fish             ,21,1751,103096,Arnaud Clement         ,68,716,4-6 6-3 6-4 1-6 6,R32
2010-580 ,Australian Open             ,Hard   ,18-01-2010,103484,James Blake            ,45,935,103096,Arnaud Clement         ,55,797,7-5 7-5 6-2      ,R12
2010-352 ,Paris Masters             ,Hard   ,07-11-2010,104269,Fernando Verdasco      ,9,3240,103096,Arnaud Clement         ,72,697,3-6 6-3 6-0      ,R32
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,105238,Alexandr Dolgopolov    ,56,824,103096,Arnaud Clement         ,76,635,3-6 7-6(5) 3-6 6-,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,104571,Marcos Baghdatis       ,33,1235,103096,Arnaud Clement         ,76,612,7-6(7) 6-1       ,R64
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,104198,Guillermo Garcia Lo    ,41,949,103096,Arnaud Clement         ,79,617,7-6(4) 6-2       ,R12
2011-580 ,Australian Open             ,Hard   ,17-01-2011,104312,Andreas Seppi          ,51,900,103096,Arnaud Clement         ,113,497,3-6 2-6 7-5 6-3 6,R12
2011-540 ,Wimbledon             ,Grasss   ,20-06-2011,103997,Lukasz Kubot           ,93,563,103096,Arnaud Clement         ,143,401,6-4 6-2 3-6 5-7 6,R12
2011-520 ,Roland-Garros              ,Clay   ,22-05-2011,103582,Michael Berrer         ,95,555,103096,Arnaud Clement         ,158,359,7-6(6) 3-6 7-5 6-,R64
2012-403 ,Miami Masters             ,Hard   ,21-03-2012,105683,Milos Raonic           ,26,1345,103096,Arnaud Clement         ,153,350,7-6(7) 6-2       ,R64
2012-520 ,Roland-Garros              ,Clay   ,27-05-2012,105676,David Goffin           ,109,500,103096,Arnaud Clement         ,139,400,3-6 7-6(2) 0-6 6-,R64
2010-560 ,US Open             ,Hard   ,30-08-2010,104460,Dustin Brown           ,123,429,103105,Ruben Ramirez Hidalgo  ,92,587,6-4 7-6(6) 7-5   ,R12
2011-580 ,Australian Open             ,Hard   ,17-01-2011,105011,Illya Marchenko        ,79,624,103105,Ruben Ramirez Hidalgo  ,76,638,6-3 6-4 6-1      ,R12
2011-540 ,Wimbledon             ,Grasss   ,20-06-2011,103573,Rik De Voest           ,147,385,103105,Ruben Ramirez Hidalgo  ,121,459,6-2 6-3 6-2      ,R12
2011-403 ,Miami Masters             ,Hard   ,23-03-2011,104607,Tomas Berdych          ,7,4320,103105,Ruben Ramirez Hidalgo  ,94,548,6-1 6-7(4) 6-0   ,R64
2011-404 ,Indian Wells Masters              ,Hard   ,10-03-2011,103672,Ricardo Mello          ,75,637,103105,Ruben Ramirez Hidalgo  ,76,628,6-4 6-3          ,R12
2011-520 ,Roland-Garros              ,Clay   ,22-05-2011,103656,Albert Montanes        ,38,1110,103105,Ruben Ramirez Hidalgo  ,100,517,6-7(5) 6-4 6-1 6-,R64
2012-540 ,Wimbledon             ,Grasss   ,25-06-2012,103888,Mardy Fish             ,12,2535,103105,Ruben Ramirez Hidalgo  ,82,622,7-6(3) 7-5 7-6(1),R12
2012-520 ,Roland-Garros              ,Clay   ,27-05-2012,105683,Milos Raonic           ,22,1460,103105,Ruben Ramirez Hidalgo  ,74,657,6-4 6-2 6-2      ,R12
2012-560 ,US Open             ,Hard   ,27-08-2012,105023,Sam Querrey            ,28,1350,103105,Ruben Ramirez Hidalgo  ,94,571,6-3 6-4 6-3      ,R64
2013-580 ,Australian Open             ,Hard   ,14-01-2013,104229,Yen Hsun Lu            ,61,759,103105,Ruben Ramirez Hidalgo  ,91,577,6-2 6-1 4-6 6-1  ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,104542,Jo Wilfried Tsonga     ,10,2875,103163,Tommy Haas             ,17,1855,6-4 3-6 6-1 7-5  ,R32
2011-560 ,US Open             ,Hard   ,29-08-2011,104338,Juan Monaco            ,36,1170,103163,Tommy Haas             ,475,70,6-7(3) 6-3 6-2 6-,R32
2011-422 ,Cincinnati Masters             ,Hard   ,14-08-2011,104338,Juan Monaco            ,39,1135,103163,Tommy Haas             ,503,60,6-7(5) 6-4 6-3   ,R64
2011-540 ,Wimbledon             ,Grasss   ,20-06-2011,104180,Gilles Muller          ,92,566,103163,Tommy Haas             ,895,10,7-6(5) 7-6(3) 3-6,R12
2012-422 ,Cincinnati Masters             ,Hard   ,12-08-2012,105223,Juan Martin Del Pot    ,9,3305,103163,Tommy Haas             ,23,1598,7-5 6-2          ,R32
2012-421 ,Canada Masters              ,Hard   ,06-08-2012,104925,Novak Djokovic         ,2,11270,103163,Tommy Haas             ,25,1418,6-3 3-6 6-3      ,QF
2012-540 ,Wimbledon             ,Grasss   ,25-06-2012,104259,Philipp Kohlschreib    ,30,1220,103163,Tommy Haas             ,50,848,3-6 7-6(8) 6-7(5),R12
2012-403 ,Miami Masters             ,Hard   ,21-03-2012,103285,Radek Stepanek         ,25,1365,103163,Tommy Haas             ,145,372,7-6(4) 6-1       ,R64
2012-520 ,Roland-Garros              ,Clay   ,27-05-2012,104755,Richard Gasquet        ,20,1600,103163,Tommy Haas             ,112,493,6-7(3) 6-3 6-0 6-,R32
2012-580 ,Australian Open             ,Hard   ,16-01-2012,104745,Rafael Nadal           ,2,9595,103163,Tommy Haas             ,190,257,6-4 6-3 6-4      ,R64
2012-560 ,US Open             ,Hard   ,27-08-2012,105208,Ernests Gulbis         ,145,366,103163,Tommy Haas             ,21,1633,3-6 4-6 6-4 7-5 6,R12
2012-404 ,Indian Wells Masters              ,Hard   ,08-03-2012,104719,Marcel Granollers      ,26,1360,103163,Tommy Haas             ,169,302,6-3 2-6 6-3      ,R64
2013-422 ,Cincinnati Masters             ,Hard   ,11-08-2013,103819,Roger Federer          ,5,5515,103163,Tommy Haas             ,13,2140,1-6 7-5 6-3      ,R16
2013-540 ,Wimbledon             ,Grasss   ,24-06-2013,104925,Novak Djokovic         ,1,11830,103163,Tommy Haas             ,13,2425,6-1 6-4 7-6(4)   ,R16
2013-416 ,Rome Masters Masters             ,Clay   ,12-05-2013,104022,Mikhail Youzhny        ,30,1265,103163,Tommy Haas             ,14,2420,6-4 6-3          ,R64
2013-403 ,Miami Masters             ,Hard   ,20-03-2013,103970,David Ferrer           ,5,6630,103163,Tommy Haas             ,18,1925,4-6 6-2 6-3      ,SF
2013-560 ,US Open             ,Hard   ,26-08-2013,104022,Mikhail Youzhny        ,24,1475,103163,Tommy Haas             ,13,2185,6-3 6-2 2-6 6-3  ,R32
2013-580 ,Australian Open             ,Hard   ,14-01-2013,103813,Jarkko Nieminen        ,70,710,103163,Tommy Haas             ,21,1720,7-6(3) 4-6 6-3 4-,R12
2013-404 ,Indian Wells Masters              ,Hard   ,07-03-2013,105223,Juan Martin Del Pot    ,7,4410,103163,Tommy Haas             ,19,1860,6-1 6-2          ,R16
2013-421 ,Canada Masters              ,Hard   ,05-08-2013,104594,Marinko Matosevic      ,74,664,103163,Tommy Haas             ,12,2275,5-0 RET          ,R32
2013-520 ,Roland-Garros              ,Clay   ,27-05-2013,104925,Novak Djokovic         ,1,12310,103163,Tommy Haas             ,14,2340,6-3 7-6(5) 7-5   ,QF
2013-352 ,Paris Masters             ,Hard   ,28-10-2013,104259,Philipp Kohlschreib    ,23,1445,103163,Tommy Haas             ,12,2425,6-2 6-2          ,R32
2014-416 ,Rome Masters Masters             ,Clay   ,11-05-2014,105777,Grigor Dimitrov        ,14,2200,103163,Tommy Haas             ,19,1835,6-2 RET          ,QF
2014-580 ,Australian Open             ,Hard   ,13-01-2014,104198,Guillermo Garcia Lo    ,58,801,103163,Tommy Haas             ,12,2435,7-5 5-2 RET      ,R12
2014-404 ,Indian Wells Masters              ,Hard   ,06-03-2014,103819,Roger Federer          ,8,4625,103163,Tommy Haas             ,12,2435,6-4 6-4          ,R16
2014-520 ,Roland-Garros              ,Clay   ,26-05-2014,105132,Jurgen Zopp            ,335,133,103163,Tommy Haas             ,18,2005,2-5 RET          ,R12
2015-540 ,Wimbledon             ,Grasss   ,29-06-2015,105683,Milos Raonic           ,8,4440,103163,Tommy Haas             ,861,20,6-0 6-2 6-7(5) 7-,R64
2015-560 ,US Open             ,Hard   ,31-08-2015,104269,Fernando Verdasco      ,42,1020,103163,Tommy Haas             ,506,73,3-6 6-1 6-7(3) 6-,R12
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,104471,Ivan Dodig             ,193,240,103169,Oscar Hernandez        ,125,419,6-1 6-3 6-3      ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,103656,Albert Montanes        ,32,1185,103169,Oscar Hernandez        ,71,633,7-6(5) 2-2 RET   ,R12
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,103812,Victor Hanescu         ,37,1160,103169,Oscar Hernandez        ,121,423,6-1 1-6 6-4 6-3  ,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,104229,Yen Hsun Lu            ,103,507,103169,Oscar Hernandez        ,78,608,6-1 6-2          ,R12
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,103429,Peter Luczak           ,75,627,103169,Oscar Hernandez        ,81,608,6-3 7-6(4)       ,R12
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,104926,Fabio Fognini          ,80,635,103188,Michael Russell        ,101,519,3-6 5-7 7-5 7-6(6,R64
2010-560 ,US Open             ,Hard   ,30-08-2010,103786,Nikolay Davydenko      ,6,4285,103188,Michael Russell        ,80,654,6-4 6-1 6-3      ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,105223,Juan Martin Del Pot    ,5,6580,103188,Michael Russell        ,90,554,6-4 6-4 3-6 6-2  ,R12
2010-352 ,Paris Masters             ,Hard   ,07-11-2010,103285,Radek Stepanek         ,41,1065,103188,Michael Russell        ,84,601,6-2 6-0          ,R64
2010-421 ,Canada Masters              ,Hard   ,09-08-2010,105023,Sam Querrey            ,21,1715,103188,Michael Russell        ,82,624,3-6 6-1 6-4      ,R64
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,103722,Florent Serra          ,67,715,103188,Michael Russell        ,82,611,6-4 6-0 6-1      ,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,104918,Andy Murray            ,4,7255,103188,Michael Russell        ,68,680,6-3 7-5          ,R32
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,104545,John Isner             ,21,1720,103188,Michael Russell        ,68,688,7-6(5) 2-6 7-6(5),R64
2011-560 ,US Open             ,Hard   ,29-08-2011,104053,Andy Roddick           ,21,1680,103188,Michael Russell        ,96,568,6-2 6-4 4-6 7-5  ,R12
2011-580 ,Australian Open             ,Hard   ,17-01-2011,103970,David Ferrer           ,7,3895,103188,Michael Russell        ,100,547,6-0 6-1 7-5      ,R64
2011-540 ,Wimbledon             ,Grasss   ,20-06-2011,104745,Rafael Nadal           ,1,12070,103188,Michael Russell        ,90,573,6-4 6-2 6-2      ,R12
2011-403 ,Miami Masters             ,Hard   ,23-03-2011,103484,James Blake            ,173,335,103188,Michael Russell        ,90,567,3-6 7-6(7) 7-6(3),R12
2011-404 ,Indian Wells Masters              ,Hard   ,10-03-2011,104597,Nicolas Almagro        ,12,2530,103188,Michael Russell        ,89,571,6-4 6-4          ,R64
2011-520 ,Roland-Garros              ,Clay   ,22-05-2011,104468,Gilles Simon           ,18,1565,103188,Michael Russell        ,93,573,6-3 4-6 6-1 6-0  ,R12
2011-421 ,Canada Masters              ,Hard   ,08-08-2011,104527,Stanislas Wawrinka     ,17,1935,103188,Michael Russell        ,100,533,6-3 6-2          ,R32
2012-540 ,Wimbledon             ,Grasss   ,25-06-2012,103898,Julien Benneteau       ,32,1210,103188,Michael Russell        ,112,500,7-6(4) 2-6 6-4 7-,R64
2012-580 ,Australian Open             ,Hard   ,16-01-2012,103428,Juan Ignacio Chela     ,29,1270,103188,Michael Russell        ,97,578,7-6(3) 6-3 6-4   ,R12
2012-560 ,US Open             ,Hard   ,27-08-2012,104468,Gilles Simon           ,17,1890,103188,Michael Russell        ,107,527,7-6(4) 3-6 5-7 6-,R12
2013-540 ,Wimbledon             ,Grasss   ,24-06-2013,104813,Grega Zemlja           ,55,816,103188,Michael Russell        ,95,565,6-7(3) 6-4 6-4 6-,R12
2013-560 ,US Open             ,Hard   ,26-08-2013,104755,Richard Gasquet        ,9,2625,103188,Michael Russell        ,92,589,6-3 6-4 6-2      ,R12
2013-580 ,Australian Open             ,Hard   ,14-01-2013,104607,Tomas Berdych          ,6,4680,103188,Michael Russell        ,94,569,6-3 7-5 6-3      ,R12
2013-520 ,Roland-Garros              ,Clay   ,27-05-2013,105373,Martin Klizan          ,35,1090,103188,Michael Russell        ,99,563,3-6 6-3 6-1 RET  ,R12
2014-421 ,Canada Masters              ,Hard   ,04-08-2014,103970,David Ferrer           ,7,4085,103188,Michael Russell        ,143,416,6-4 2-6 6-1      ,R32
2014-580 ,Australian Open             ,Hard   ,13-01-2014,104098,Dmitry Tursunov        ,26,1314,103188,Michael Russell        ,92,594,6-2 6-2 6-3      ,R12
2014-404 ,Indian Wells Masters              ,Hard   ,06-03-2014,105539,Evgeny Donskoy         ,114,505,103188,Michael Russell        ,107,537,6-4 6-3          ,R64
2014-520 ,Roland-Garros              ,Clay   ,26-05-2014,105292,Alejandro Gonzalez     ,77,675,103188,Michael Russell        ,98,593,6-2 6-4 6-7(6) 6-,R12
2014-540 ,Wimbledon             ,Grasss   ,23-06-2014,104714,Julian Reister         ,110,535,103188,Michael Russell        ,94,593,6-4 6-4 6-7(5) 4-,R12
2015-580 ,Australian Open             ,Hard   ,19-01-2015,105676,David Goffin           ,22,1669,103188,Michael Russell        ,156,325,6-3 6-3 5-7 6-0  ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,104947,Marsel Ilhan           ,154,322,103206,Sebastien Grosjean     ,564,46,6-4 6-3 7-5      ,R12
2010-540 ,Wimbledon             ,Grasss   ,21-06-2010,104947,Marsel Ilhan           ,118,432,103228,Marcos Daniel          ,108,456,6-7(4) 4-6 6-2 6-,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,104268,Alejandro Falla        ,77,594,103228,Marcos Daniel          ,88,565,7-5 6-3 6-1      ,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,105217,Thiemo De Bakker       ,73,626,103228,Marcos Daniel          ,86,585,6-3 6-3          ,R12
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,105053,Santiago Giraldo       ,88,567,103228,Marcos Daniel          ,110,477,6-3 6-2          ,R12
2011-580 ,Australian Open             ,Hard   ,17-01-2011,104745,Rafael Nadal           ,1,12390,103228,Marcos Daniel          ,93,564,6-0 5-0 RET      ,R12
2010-560 ,US Open             ,Hard   ,30-08-2010,103898,Julien Benneteau       ,37,1135,103285,Radek Stepanek         ,30,1320,6-4 6-2 4-6 6-4  ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,103333,Ivo Karlovic           ,39,1015,103285,Radek Stepanek         ,13,2525,2-6 7-6(5) 6-4 3-,R12
2010-352 ,Paris Masters             ,Hard   ,07-11-2010,103819,Roger Federer          ,2,7695,103285,Radek Stepanek         ,41,1065,6-4 6-3          ,R16
2010-421 ,Canada Masters              ,Hard   ,09-08-2010,104926,Fabio Fognini          ,94,556,103285,Radek Stepanek         ,29,1400,6-2 6-4          ,R64
2010-422 ,Cincinnati Masters             ,Hard   ,15-08-2010,104678,Viktor Troicki         ,47,945,103285,Radek Stepanek         ,28,1400,7-5 6-1          ,R64
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,104534,Dudi Sela              ,72,639,103285,Radek Stepanek         ,17,1985,6-4 1-6 6-2      ,R64
2011-560 ,US Open             ,Hard   ,29-08-2011,104338,Juan Monaco            ,36,1170,103285,Radek Stepanek         ,25,1440,6-4 6-1 2-0 RET  ,R64
2011-580 ,Australian Open             ,Hard   ,17-01-2011,104545,John Isner             ,20,1645,103285,Radek Stepanek         ,66,735,4-6 6-4 6-2 6-1  ,R64
2011-422 ,Cincinnati Masters             ,Hard   ,14-08-2011,104925,Novak Djokovic         ,1,13500,103285,Radek Stepanek         ,29,1338,6-3 6-3          ,R16
2011-540 ,Wimbledon             ,Grasss   ,20-06-2011,104269,Fernando Verdasco      ,22,1425,103285,Radek Stepanek         ,60,873,2-6 4-6 6-3 7-6(6,R12
2011-410 ,Monte Carlo Masters             ,Clay   ,10-04-2011,104918,Andy Murray            ,4,5545,103285,Radek Stepanek         ,70,758,6-1 6-4          ,R32
2011-403 ,Miami Masters             ,Hard   ,23-03-2011,103819,Roger Federer          ,3,8280,103285,Radek Stepanek         ,68,733,6-3 6-3          ,R64
2011-404 ,Indian Wells Masters              ,Hard   ,10-03-2011,105223,Juan Martin Del Pot    ,90,565,103285,Radek Stepanek         ,67,733,6-4 6-0          ,R12
2011-520 ,Roland-Garros              ,Clay   ,22-05-2011,104755,Richard Gasquet        ,16,1755,103285,Radek Stepanek         ,57,893,7-5 6-3 6-0      ,R12
2011-421 ,Canada Masters              ,Hard   ,08-08-2011,103852,Feliciano Lopez        ,25,1345,103285,Radek Stepanek         ,27,1338,6-4 4-6 6-4      ,R64
2011-352 ,Paris Masters             ,Hard   ,07-11-2011,104252,Florian Mayer          ,22,1675,103285,Radek Stepanek         ,26,1355,7-5 6-3          ,R64
2012-410 ,Monte Carlo Masters             ,Clay   ,15-04-2012,103813,Jarkko Nieminen        ,48,943,103285,Radek Stepanek         ,23,1385,6-3 7-6(3)       ,R64
2012-416 ,Rome Masters Masters             ,Clay   ,13-05-2012,104338,Juan Monaco            ,15,1925,103285,Radek Stepanek         ,25,1340,6-4 6-2          ,R32
2012-422 ,Cincinnati Masters             ,Hard   ,12-08-2012,103888,Mardy Fish             ,20,1715,103285,Radek Stepanek         ,37,1045,6-3 6-3          ,R16
2012-421 ,Canada Masters              ,Hard   ,06-08-2012,103163,Tommy Haas             ,25,1418,103285,Radek Stepanek         ,40,965,2-6 6-4 6-1      ,R16
2012-540 ,Wimbledon             ,Grasss   ,25-06-2012,104925,Novak Djokovic         ,1,12280,103285,Radek Stepanek         ,27,1340,4-6 6-2 6-2 6-2  ,R32
2012-403 ,Miami Masters             ,Hard   ,21-03-2012,104745,Rafael Nadal           ,2,10175,103285,Radek Stepanek         ,25,1365,6-2 6-2          ,R32
2012-520 ,Roland-Garros              ,Clay   ,27-05-2012,105676,David Goffin           ,109,500,103285,Radek Stepanek         ,27,1340,6-2 4-6 2-6 6-4 6,R12
2012-580 ,Australian Open             ,Hard   ,16-01-2012,103917,Nicolas Mahut          ,81,653,103285,Radek Stepanek         ,31,1230,7-5 7-5 6-3      ,R12
2012-560 ,US Open             ,Hard   ,27-08-2012,104597,Nicolas Almagro        ,12,2305,103285,Radek Stepanek         ,38,1020,6-4 6-7(5) 6-3 6-,R12
2012-404 ,Indian Wells Masters              ,Hard   ,08-03-2012,104542,Jo Wilfried Tsonga     ,6,4455,103285,Radek Stepanek         ,28,1330,6-7(2) 6-3 6-2   ,R32
2013-422 ,Cincinnati Masters             ,Hard   ,11-08-2013,103898,Julien Benneteau       ,36,1105,103285,Radek Stepanek         ,57,855,6-2 5-7 7-6(4)   ,R32
2013-540 ,Wimbledon             ,Grasss   ,24-06-2013,105668,Jerzy Janowicz         ,22,1549,103285,Radek Stepanek         ,45,920,6-2 5-3 RET      ,R64
2013-416 ,Rome Masters Masters             ,Clay   ,12-05-2013,103808,Potito Starace         ,293,150,103285,Radek Stepanek         ,48,880,4-6 6-4 6-3      ,R64
2013-560 ,US Open             ,Hard   ,26-08-2013,104527,Stanislas Wawrinka     ,10,2610,103285,Radek Stepanek         ,58,810,7-6(2) 6-3 6-2   ,R12
2013-580 ,Australian Open             ,Hard   ,14-01-2013,104925,Novak Djokovic         ,1,12920,103285,Radek Stepanek         ,34,1090,6-4 6-3 7-5      ,R32
2013-421 ,Canada Masters              ,Hard   ,05-08-2013,105577,Vasek Pospisil         ,71,696,103285,Radek Stepanek         ,51,900,6-2 6-4          ,R32
2013-520 ,Roland-Garros              ,Clay   ,27-05-2013,106401,Nick Kyrgios           ,262,175,103285,Radek Stepanek         ,52,840,7-6(4) 7-6(8) 7-6,R12
2013-410 ,Monte Carlo Masters             ,Clay   ,14-04-2013,105077,Albert Ramos           ,67,705,103285,Radek Stepanek         ,46,880,6-3 6-3          ,R64
2014-403 ,Miami Masters             ,Hard   ,19-03-2014,104312,Andreas Seppi          ,33,1195,103285,Radek Stepanek         ,49,950,7-6(8) 4-6 6-4   ,R64
2014-421 ,Canada Masters              ,Hard   ,04-08-2014,104792,Gael Monfils           ,22,1545,103285,Radek Stepanek         ,34,1130,6-3 7-5          ,R64
2014-416 ,Rome Masters Masters             ,Clay   ,11-05-2014,104925,Novak Djokovic         ,2,11030,103285,Radek Stepanek         ,43,1005,6-3 7-5          ,R32
2014-422 ,Cincinnati Masters             ,Hard   ,10-08-2014,105577,Vasek Pospisil         ,46,965,103285,Radek Stepanek         ,35,1095,5-7 6-1 7-6(4)   ,R64
