tourney_id,tourney_name,surface,tourney_date,winner_id,winner_name,winner_rank,winner_rank_points,loser_id,loser_name,loser_rank,loser_rank_points,score,round
2012-520 ,Roland-Garros              ,Clay   ,27-05-2012,103997,Lukasz Kubot           ,49,876,103971,Karol Beck             ,104,521,7-5 6-2 7-5      ,R12
2012-580 ,Australian Open             ,Hard   ,16-01-2012,103898,Julien Benneteau       ,39,1030,103971,Karol Beck             ,100,567,6-4 6-2 7-5      ,R12
2012-560 ,US Open             ,Hard   ,27-08-2012,104542,Jo Wilfried Tsonga     ,6,4835,103971,Karol Beck             ,143,370,6-3 6-1 7-6(2)   ,R12
2010-540 ,Wimbledon             ,Grass   ,21-06-2010,103429,Peter Luczak           ,83,626,103990,Tommy Robredo          ,36,1155,2-6 7-6(3) 6-2 7-,R12
2010-560 ,US Open             ,Hard   ,30-08-2010,104022,Mikhail Youzhny        ,14,2620,103990,Tommy Robredo          ,41,1075,7-5 6-2 4-6 6-4  ,R16
2010-580 ,Australian Open             ,Hard   ,18-01-2010,105053,Santiago Giraldo       ,114,483,103990,Tommy Robredo          ,16,2175,6-4 6-2 6-2      ,R12
2010-421 ,Canada Masters              ,Hard   ,09-08-2010,103900,David Nalbandian       ,45,965,103990,Tommy Robredo          ,38,1075,6-3 6-0          ,R32
2010-422 ,Cincinnati Masters             ,Hard   ,15-08-2010,103582,Michael Berrer         ,51,922,103990,Tommy Robredo          ,39,1075,6-7(4) 6-4 7-6(8),R64
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,104678,Viktor Troicki         ,41,955,103990,Tommy Robredo          ,26,1505,6-4 6-4 6-3      ,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,104053,Andy Roddick           ,8,3720,103990,Tommy Robredo          ,23,1595,6-3 7-5          ,QF
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,103794,Benjamin Becker        ,39,981,103990,Tommy Robredo          ,22,1685,1-6 6-4 7-6(1)   ,R32
2010-410 ,Monte Carlo Masters             ,Clay   ,11-04-2010,103900,David Nalbandian       ,151,335,103990,Tommy Robredo          ,23,1685,6-3 6-4          ,R16
2011-580 ,Australian Open             ,Hard   ,17-01-2011,103819,Roger Federer          ,2,9245,103990,Tommy Robredo          ,52,890,6-3 3-6 6-3 6-2  ,R16
2011-540 ,Wimbledon             ,Grass   ,20-06-2011,104229,Yen Hsun Lu            ,57,900,103990,Tommy Robredo          ,31,1235,6-4 6-4 6-1      ,R12
2011-410 ,Monte Carlo Masters             ,Clay   ,10-04-2011,104678,Viktor Troicki         ,16,1790,103990,Tommy Robredo          ,29,1245,3-6 2-1 RET      ,R16
2012-560 ,US Open             ,Hard   ,27-08-2012,104919,Leonardo Mayer         ,63,700,103990,Tommy Robredo          ,178,285,6-1 6-4 4-6 7-5  ,R64
2013-422 ,Cincinnati Masters             ,Hard   ,11-08-2013,104607,Tomas Berdych          ,6,4865,103990,Tommy Robredo          ,23,1550,6-3 6-0          ,R16
2013-540 ,Wimbledon             ,Grass   ,24-06-2013,104918,Andy Murray            ,2,8560,103990,Tommy Robredo          ,29,1355,6-2 6-4 7-5      ,R32
2013-560 ,US Open             ,Hard   ,26-08-2013,104745,Rafael Nadal           ,2,8860,103990,Tommy Robredo          ,22,1620,6-0 6-2 6-2      ,QF
2013-580 ,Australian Open             ,Hard   ,14-01-2013,105028,Jesse Levine           ,88,580,103990,Tommy Robredo          ,107,515,7-6(5) 6-7(2) 6-4,R12
2013-404 ,Indian Wells Masters              ,Hard   ,07-03-2013,104594,Marinko Matosevic      ,53,813,103990,Tommy Robredo          ,69,680,7-5 6-2          ,R12
2013-520 ,Roland-Garros              ,Clay   ,27-05-2013,103970,David Ferrer           ,5,6740,103990,Tommy Robredo          ,34,1095,6-2 6-1 6-1      ,QF
2014-403 ,Miami Masters             ,Hard   ,19-03-2014,104925,Novak Djokovic         ,2,10900,103990,Tommy Robredo          ,17,2050,6-3 7-5          ,R16
2014-421 ,Canada Masters              ,Hard   ,04-08-2014,105777,Grigor Dimitrov        ,8,3270,103990,Tommy Robredo          ,20,1645,7-5 5-7 6-4      ,R16
2014-416 ,Rome Masters Masters             ,Clay   ,11-05-2014,104259,Philipp Kohlschreib    ,29,1280,103990,Tommy Robredo          ,18,1855,6-2 6-4          ,R32
2014-422 ,Cincinnati Masters             ,Hard   ,10-08-2014,103970,David Ferrer           ,6,4255,103990,Tommy Robredo          ,20,1735,6-4 3-6 6-3      ,QF
2014-410 ,Monte Carlo Masters             ,Clay   ,13-04-2014,105683,Milos Raonic           ,10,2580,103990,Tommy Robredo          ,18,1890,6-4 6-3          ,R16
2014-580 ,Australian Open             ,Hard   ,13-01-2014,104527,Stanislas Wawrinka     ,8,3890,103990,Tommy Robredo          ,18,1810,6-3 7-6(3) 7-6(5),R16
2014-404 ,Indian Wells Masters              ,Hard   ,06-03-2014,105227,Marin Cilic            ,26,1455,103990,Tommy Robredo          ,17,2005,6-4 6-3          ,R32
2014-520 ,Roland-Garros              ,Clay   ,26-05-2014,104545,John Isner             ,11,2600,103990,Tommy Robredo          ,19,1900,7-6(13) 7-6(3) 6-,R32
2014-540 ,Wimbledon             ,Grass   ,23-06-2014,103819,Roger Federer          ,4,4945,103990,Tommy Robredo          ,22,1630,6-1 6-4 6-4      ,R16
2014-560 ,US Open             ,Hard   ,25-08-2014,104527,Stanislas Wawrinka     ,4,5985,103990,Tommy Robredo          ,18,1825,7-5 4-6 7-6(7) 6-,R16
2014-352 ,Paris Masters             ,Hard   ,27-10-2014,105453,Kei Nishikori          ,7,4355,103990,Tommy Robredo          ,17,1970,6-7(4) 6-2 6-3   ,R32
2015-422 ,Cincinnati Masters             ,Hard   ,16-08-2015,104607,Tomas Berdych          ,6,5140,103990,Tommy Robredo          ,26,1360,6-0 6-1          ,R16
2015-540 ,Wimbledon             ,Grass   ,29-06-2015,105357,John Millman           ,120,463,103990,Tommy Robredo          ,19,1710,6-2 6-3 6-4      ,R12
2015-421 ,Canada Masters             ,Hard   ,10-08-2015,104918,Andy Murray            ,3,7840,103990,Tommy Robredo          ,22,1495,6-4 7-5          ,R32
2015-404 ,Indian Wells Masters              ,Hard   ,12-03-2015,105683,Milos Raonic           ,6,4980,103990,Tommy Robredo          ,19,1755,6-3 6-2          ,R16
2015-403 ,Miami Masters               ,Hard   ,25-03-2015,105238,Alexandr Dolgopolov    ,65,760,103990,Tommy Robredo          ,18,1800,6-7(1) 6-3 7-5   ,R64
2015-560 ,US Open             ,Hard   ,31-08-2015,105332,Benoit Paire           ,41,1052,103990,Tommy Robredo          ,26,1405,7-6(3) 6-1 6-1   ,R32
2015-580 ,Australian Open             ,Hard   ,19-01-2015,104273,Edouard Roger Vasse    ,119,470,103990,Tommy Robredo          ,17,2015,2-3 RET          ,R12
2015-410 ,Monte Carlo Masters             ,Clay   ,12-04-2015,105683,Milos Raonic           ,6,5070,103990,Tommy Robredo          ,20,1720,6-3 3-6 6-3      ,R16
2015-520 ,Roland-Garros              ,Clay   ,24-05-2015,106432,Borna Coric            ,46,970,103990,Tommy Robredo          ,19,1755,7-5 3-6 6-2 4-6 6,R64
2010-540 ,Wimbledon             ,Grass   ,21-06-2010,104332,Philipp Petzschner     ,41,1055,103997,Lukasz Kubot           ,53,825,6-4 3-6 4-6 6-3 6,R64
2010-560 ,US Open             ,Hard   ,30-08-2010,104198,Guillermo Garcia Lo    ,53,900,103997,Lukasz Kubot           ,62,788,6-3 6-2 7-6(4)   ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,104925,Novak Djokovic         ,3,8310,103997,Lukasz Kubot           ,86,573,6-1 6-2 7-5      ,R16
2010-422 ,Cincinnati Masters             ,Hard   ,15-08-2010,104545,John Isner             ,19,1805,103997,Lukasz Kubot           ,61,813,6-2 6-3          ,R64
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,104721,Josselin Ouanna        ,128,397,103997,Lukasz Kubot           ,52,850,7-6(5) 6-7(4) 6-2,R12
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,103900,David Nalbandian       ,161,300,103997,Lukasz Kubot           ,43,912,6-3 6-2          ,R12
2010-410 ,Monte Carlo Masters             ,Clay   ,11-04-2010,104678,Viktor Troicki         ,37,1075,103997,Lukasz Kubot           ,41,967,4-6 6-2 6-2      ,R64
2010-416 ,Rome Masters Masters             ,Clay   ,25-04-2010,104597,Nicolas Almagro        ,34,1255,103997,Lukasz Kubot           ,43,977,6-7(3) 6-2 6-3   ,R64
2011-580 ,Australian Open             ,Hard   ,17-01-2011,104660,Sergiy Stakhovsky      ,43,970,103997,Lukasz Kubot           ,72,670,6-3 6-4 6-4      ,R64
2011-540 ,Wimbledon             ,Grass   ,20-06-2011,103852,Feliciano Lopez        ,44,1020,103997,Lukasz Kubot           ,93,563,3-6 6-7(5) 7-6(7),R16
2011-416 ,Rome Masters Masters             ,Clay   ,08-05-2011,104925,Novak Djokovic         ,2,10665,103997,Lukasz Kubot           ,141,418,6-0 6-3          ,R32
2011-404 ,Indian Wells Masters              ,Hard   ,10-03-2011,104607,Tomas Berdych          ,7,4410,103997,Lukasz Kubot           ,127,440,6-4 6-1          ,R64
2011-520 ,Roland-Garros              ,Clay   ,22-05-2011,104268,Alejandro Falla        ,120,462,103997,Lukasz Kubot           ,122,458,6-7(4) 6-4 7-5 6-,R32
2012-410 ,Monte Carlo Masters             ,Clay   ,15-04-2012,103781,Jurgen Melzer          ,29,1192,103997,Lukasz Kubot           ,51,872,6-2 7-5          ,R64
2012-416 ,Rome Masters Masters             ,Clay   ,13-05-2012,104607,Tomas Berdych          ,7,4410,103997,Lukasz Kubot           ,54,841,6-4 6-1          ,R32
2012-422 ,Cincinnati Masters             ,Hard   ,12-08-2012,104229,Yen Hsun Lu            ,74,644,103997,Lukasz Kubot           ,72,650,6-3 6-0          ,R64
2012-540 ,Wimbledon             ,Grass   ,25-06-2012,105227,Marin Cilic            ,18,1655,103997,Lukasz Kubot           ,49,855,7-6(4) 6-2 6-1   ,R64
2012-403 ,Miami Masters             ,Hard   ,21-03-2012,103333,Ivo Karlovic           ,54,847,103997,Lukasz Kubot           ,51,871,6-3 6-7(2) 7-6(2),R12
2012-520 ,Roland-Garros              ,Clay   ,27-05-2012,105676,David Goffin           ,109,500,103997,Lukasz Kubot           ,49,876,7-6(4) 7-5 6-1   ,R32
2012-580 ,Australian Open             ,Hard   ,16-01-2012,104597,Nicolas Almagro        ,10,2380,103997,Lukasz Kubot           ,58,822,1-6 7-5 6-3 7-5  ,R12
2012-560 ,US Open             ,Hard   ,27-08-2012,104919,Leonardo Mayer         ,63,700,103997,Lukasz Kubot           ,79,640,6-4 6-4 7-5      ,R12
2012-404 ,Indian Wells Masters              ,Hard   ,08-03-2012,104053,Andy Roddick           ,31,1210,103997,Lukasz Kubot           ,52,871,4-6 7-6(5) 6-3   ,R64
2013-540 ,Wimbledon             ,Grass   ,24-06-2013,105668,Jerzy Janowicz         ,22,1549,103997,Lukasz Kubot           ,130,440,7-5 6-4 6-4      ,QF
2013-403 ,Miami Masters             ,Hard   ,20-03-2013,105023,Sam Querrey            ,20,1760,103997,Lukasz Kubot           ,94,565,4-6 6-3 6-3      ,R64
2013-560 ,US Open             ,Hard   ,26-08-2013,103813,Jarkko Nieminen        ,41,1050,103997,Lukasz Kubot           ,71,701,7-5 7-5 6-2      ,R12
2013-580 ,Australian Open             ,Hard   ,14-01-2013,104593,Daniel Gimeno Trave    ,71,704,103997,Lukasz Kubot           ,76,675,6-7(4) 6-4 6-0 4-,R12
2013-404 ,Indian Wells Masters              ,Hard   ,07-03-2013,105332,Benoit Paire           ,40,994,103997,Lukasz Kubot           ,94,580,5-7 7-5 6-2      ,R12
2013-520 ,Roland-Garros              ,Clay   ,27-05-2013,105332,Benoit Paire           ,26,1405,103997,Lukasz Kubot           ,107,514,7-6(2) 6-2 6-4   ,R64
2014-403 ,Miami Masters             ,Hard   ,19-03-2014,105051,Matthew Ebden          ,67,710,103997,Lukasz Kubot           ,81,651,4-6 6-4 6-4      ,R12
2014-580 ,Australian Open             ,Hard   ,13-01-2014,103786,Nikolay Davydenko      ,61,760,103997,Lukasz Kubot           ,72,686,3-6 6-3 3-6 6-3 6,R12
2014-404 ,Indian Wells Masters              ,Hard   ,06-03-2014,104660,Sergiy Stakhovsky      ,83,631,103997,Lukasz Kubot           ,82,651,6-4 7-5          ,R12
2014-520 ,Roland-Garros              ,Clay   ,26-05-2014,105208,Ernests Gulbis         ,17,2050,103997,Lukasz Kubot           ,63,748,4-6 6-4 7-5 6-1  ,R12
2014-540 ,Wimbledon             ,Grass   ,23-06-2014,105683,Milos Raonic           ,9,3245,103997,Lukasz Kubot           ,72,713,7-6(2) 7-6(4) 6-2,R32
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,103602,Fernando Gonzalez      ,13,2385,103999,Thiago Alves           ,107,473,6-2 4-6 6-4 6-4  ,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,102783,Rainer Schuettler      ,90,564,103999,Thiago Alves           ,129,414,7-5 6-0          ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,103786,Nikolay Davydenko      ,6,4930,104010,Dieter Kindlmann       ,175,278,6-1 6-0 6-3      ,R12
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,104792,Gael Monfils           ,15,2220,104010,Dieter Kindlmann       ,162,297,6-3 7-5 6-7(5) 6-,R12
2010-540 ,Wimbledon             ,Grass   ,21-06-2010,103898,Julien Benneteau       ,40,1059,104019,Kristof Vliegen        ,174,266,2-6 6-7(6) 6-1 6-,R12
2010-560 ,US Open             ,Hard   ,30-08-2010,103484,James Blake            ,108,495,104019,Kristof Vliegen        ,321,129,6-3 6-2 6-4      ,R12
2010-580 ,Australian Open             ,Hard   ,18-01-2010,103582,Michael Berrer         ,66,653,104019,Kristof Vliegen        ,112,485,6-1 6-2 6-1      ,R12
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,104327,Steve Darcis           ,106,481,104019,Kristof Vliegen        ,163,296,6-1 6-4 6-4      ,R12
2010-540 ,Wimbledon             ,Grass   ,21-06-2010,103908,Paul Henri Mathieu     ,66,740,104022,Mikhail Youzhny        ,14,2665,6-4 2-6 2-6 6-3 6,R64
2010-560 ,US Open             ,Hard   ,30-08-2010,104745,Rafael Nadal           ,1,10745,104022,Mikhail Youzhny        ,14,2620,6-2 6-3 6-4      ,SF
2010-352 ,Paris Masters             ,Hard   ,07-11-2010,105208,Ernests Gulbis         ,26,1415,104022,Mikhail Youzhny        ,10,2955,6-4 3-0 RET      ,R32
2010-421 ,Canada Masters              ,Hard   ,09-08-2010,105238,Alexandr Dolgopolov    ,49,921,104022,Mikhail Youzhny        ,14,2725,1-6 7-6(4) 7-5   ,R32
2010-422 ,Cincinnati Masters             ,Hard   ,15-08-2010,104755,Richard Gasquet        ,41,1045,104022,Mikhail Youzhny        ,14,2680,2-6 6-4 6-1      ,R64
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,104607,Tomas Berdych          ,17,2115,104022,Mikhail Youzhny        ,14,2375,6-3 6-1 6-2      ,QF
2010-403 ,Miami Masters             ,Hard   ,24-03-2010,104417,Robin Soderling        ,7,4245,104022,Mikhail Youzhny        ,15,2225,6-1 6-4          ,QF
2010-410 ,Monte Carlo Masters             ,Clay   ,11-04-2010,103900,David Nalbandian       ,151,335,104022,Mikhail Youzhny        ,13,2380,4-6 6-3 7-6(5)   ,R32
2010-416 ,Rome Masters Masters             ,Clay   ,25-04-2010,103720,Lleyton Hewitt         ,32,1355,104022,Mikhail Youzhny        ,13,2380,6-4 4-6 6-3      ,R64
2011-560 ,US Open             ,Hard   ,29-08-2011,105208,Ernests Gulbis         ,53,840,104022,Mikhail Youzhny        ,15,1955,6-2 6-4 6-4      ,R12
2011-580 ,Australian Open             ,Hard   ,17-01-2011,105683,Milos Raonic           ,152,351,104022,Mikhail Youzhny        ,10,2920,6-4 7-5 4-6 6-4  ,R32
2011-422 ,Cincinnati Masters             ,Hard   ,14-08-2011,103566,Michael Llodra         ,32,1245,104022,Mikhail Youzhny        ,17,1955,7-5 3-6 7-6(4)   ,R64
2011-540 ,Wimbledon             ,Grass   ,20-06-2011,103819,Roger Federer          ,3,9230,104022,Mikhail Youzhny        ,17,1740,6-7(5) 6-3 6-3 6-,R16
2011-410 ,Monte Carlo Masters             ,Clay   ,10-04-2011,104252,Florian Mayer          ,35,1128,104022,Mikhail Youzhny        ,14,2205,6-3 2-6 6-3      ,R64
2011-416 ,Rome Masters Masters             ,Clay   ,08-05-2011,104259,Philipp Kohlschreib    ,45,1010,104022,Mikhail Youzhny        ,13,2045,6-4 6-2          ,R64
2011-403 ,Miami Masters             ,Hard   ,23-03-2011,103694,Olivier Rochus         ,89,576,104022,Mikhail Youzhny        ,14,2340,1-6 6-3 6-3      ,R32
2011-520 ,Roland-Garros              ,Clay   ,22-05-2011,103656,Albert Montanes        ,38,1110,104022,Mikhail Youzhny        ,13,2010,6-1 7-6(0) 6-1   ,R32
2011-421 ,Canada Masters              ,Hard   ,08-08-2011,103566,Michael Llodra         ,31,1290,104022,Mikhail Youzhny        ,14,1990,3-6 6-3 7-6(4)   ,R64
2011-352 ,Paris Masters             ,Hard   ,07-11-2011,104259,Philipp Kohlschreib    ,50,900,104022,Mikhail Youzhny        ,37,1105,6-4 6-2          ,R64
2012-410 ,Monte Carlo Masters             ,Clay   ,15-04-2012,104523,Frederico Gil          ,132,413,104022,Mikhail Youzhny        ,35,1140,6-1 6-3          ,R64
2012-416 ,Rome Masters Masters             ,Clay   ,13-05-2012,105223,Juan Martin Del Pot    ,9,2970,104022,Mikhail Youzhny        ,34,1210,6-4 6-2          ,R32
2012-422 ,Cincinnati Masters             ,Hard   ,12-08-2012,103720,Lleyton Hewitt         ,134,400,104022,Mikhail Youzhny        ,28,1290,6-4 6-4          ,R64
2012-421 ,Canada Masters              ,Hard   ,06-08-2012,104386,Janko Tipsarevic       ,9,3320,104022,Mikhail Youzhny        ,30,1255,7-6(2) 6-4       ,R32
2012-540 ,Wimbledon             ,Grass   ,25-06-2012,103819,Roger Federer          ,3,9435,104022,Mikhail Youzhny        ,33,1210,6-1 6-2 6-2      ,QF
2012-520 ,Roland-Garros              ,Clay   ,27-05-2012,103970,David Ferrer           ,6,4640,104022,Mikhail Youzhny        ,30,1210,6-0 6-2 6-2      ,R32
2012-352 ,Paris Masters             ,Hard   ,29-10-2012,104719,Marcel Granollers      ,24,1545,104022,Mikhail Youzhny        ,27,1335,6-4 6-3          ,R64
2012-580 ,Australian Open             ,Hard   ,16-01-2012,104979,Andrey Golubev         ,146,362,104022,Mikhail Youzhny        ,35,1105,7-5 6-7(4) 6-4 4-,R12
2012-560 ,US Open             ,Hard   ,27-08-2012,104180,Gilles Muller          ,53,821,104022,Mikhail Youzhny        ,29,1290,2-6 3-6 7-5 7-6(6,R12
2013-422 ,Cincinnati Masters             ,Hard   ,11-08-2013,104918,Andy Murray            ,2,8610,104022,Mikhail Youzhny        ,25,1440,6-2 6-3          ,R32
2013-540 ,Wimbledon             ,Grass   ,24-06-2013,104918,Andy Murray            ,2,8560,104022,Mikhail Youzhny        ,26,1415,6-4 7-6(5) 6-1   ,R16
2013-416 ,Rome Masters Masters             ,Clay   ,12-05-2013,104468,Gilles Simon           ,17,1940,104022,Mikhail Youzhny        ,30,1265,7-5 6-3          ,R32
2013-403 ,Miami Masters             ,Hard   ,20-03-2013,104755,Richard Gasquet        ,10,2960,104022,Mikhail Youzhny        ,31,1175,6-3 6-4          ,R32
2013-560 ,US Open             ,Hard   ,26-08-2013,104925,Novak Djokovic         ,1,10980,104022,Mikhail Youzhny        ,24,1475,6-3 6-2 3-6 6-0  ,QF
2013-580 ,Australian Open             ,Hard   ,14-01-2013,105539,Evgeny Donskoy         ,82,637,104022,Mikhail Youzhny        ,25,1335,3-6 7-6(4) 6-2 3-,R64
2013-404 ,Indian Wells Masters              ,Hard   ,07-03-2013,104919,Leonardo Mayer         ,64,747,104022,Mikhail Youzhny        ,30,1165,6-2 6-3          ,R64
2013-421 ,Canada Masters              ,Hard   ,05-08-2013,105683,Milos Raonic           ,13,2225,104022,Mikhail Youzhny        ,25,1440,6-4 6-4          ,R32
2013-520 ,Roland-Garros              ,Clay   ,27-05-2013,103163,Tommy Haas             ,14,2340,104022,Mikhail Youzhny        ,31,1265,6-1 6-1 6-3      ,R16
2013-352 ,Paris Masters             ,Hard   ,28-10-2013,104731,Kevin Anderson         ,21,1730,104022,Mikhail Youzhny        ,15,2145,4-6 7-6 2-1 RET  ,R64
2013-410 ,Monte Carlo Masters             ,Clay   ,14-04-2013,104925,Novak Djokovic         ,1,12500,104022,Mikhail Youzhny        ,27,1220,4-6 6-1 6-4      ,R32
2014-421 ,Canada Masters              ,Hard   ,04-08-2014,104926,Fabio Fognini          ,19,1665,104022,Mikhail Youzhny        ,23,1530,6-4 6-3          ,R64
2014-416 ,Rome Masters Masters             ,Clay   ,11-05-2014,104745,Rafael Nadal           ,1,12900,104022,Mikhail Youzhny        ,16,2020,6-7(4) 6-2 6-1   ,R16
2014-422 ,Cincinnati Masters             ,Hard   ,10-08-2014,103970,David Ferrer           ,6,4255,104022,Mikhail Youzhny        ,25,1495,7-5 6-0          ,R16
2014-410 ,Monte Carlo Masters             ,Clay   ,13-04-2014,104312,Andreas Seppi          ,35,1150,104022,Mikhail Youzhny        ,15,2090,6-3 7-6(4)       ,R64
2014-580 ,Australian Open             ,Hard   ,13-01-2014,104252,Florian Mayer          ,37,1110,104022,Mikhail Youzhny        ,15,2145,6-4 3-6 6-3 3-6 6,R64
2014-520 ,Roland-Garros              ,Clay   ,26-05-2014,103285,Radek Stepanek         ,43,1040,104022,Mikhail Youzhny        ,16,2065,6-0 6-3 3-6 6-4  ,R64
2014-540 ,Wimbledon             ,Grass   ,23-06-2014,104499,Jimmy Wang             ,147,397,104022,Mikhail Youzhny        ,16,1790,7-6(1) 6-2 6-7(5),R64
2014-560 ,US Open             ,Hard   ,25-08-2014,106401,Nick Kyrgios           ,60,805,104022,Mikhail Youzhny        ,23,1540,7-5 7-6(4) 2-6 7-,R12
2014-352 ,Paris Masters             ,Hard   ,27-10-2014,105053,Santiago Giraldo       ,31,1200,104022,Mikhail Youzhny        ,47,850,6-2 6-4          ,R64
2015-540 ,Wimbledon             ,Grass   ,29-06-2015,105332,Benoit Paire           ,68,745,104022,Mikhail Youzhny        ,76,685,6-4 6-4 6-3      ,R12
2015-421 ,Canada Masters             ,Hard   ,10-08-2015,104745,Rafael Nadal           ,9,3500,104022,Mikhail Youzhny        ,107,505,6-3 6-3          ,R16
2015-404 ,Indian Wells Masters              ,Hard   ,12-03-2015,103812,Victor Hanescu         ,146,375,104022,Mikhail Youzhny        ,64,770,6-3 6-4          ,R12
2015-403 ,Miami Masters               ,Hard   ,25-03-2015,105453,Kei Nishikori          ,5,5460,104022,Mikhail Youzhny        ,64,780,6-2 6-1          ,R64
2015-560 ,US Open             ,Hard   ,31-08-2015,104545,John Isner             ,13,2235,104022,Mikhail Youzhny        ,93,546,6-3 6-4 6-4      ,R64
2015-580 ,Australian Open             ,Hard   ,19-01-2015,104745,Rafael Nadal           ,3,6585,104022,Mikhail Youzhny        ,49,850,6-3 6-2 6-2      ,R12
2015-410 ,Monte Carlo Masters             ,Clay   ,12-04-2015,104252,Florian Mayer          ,               ,               ,104022,Mikhail Youzhny        ,58,825,7-6(8) 6-4       ,R64
2015-520 ,Roland-Garros              ,Clay   ,24-05-2015,106000,Damir Dzumhur          ,88,601,104022,Mikhail Youzhny        ,68,720,6-2 6-1 RET      ,R12
2012-404 ,Indian Wells Masters              ,Hard   ,08-03-2012,104534,Dudi Sela              ,63,755,104025,Amer Delic             ,178,285,2-6 6-0 6-2      ,R12
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,104339,Mario Ancic            ,694,23,104035,Bobby Reynolds         ,414,85,4-6 6-3 6-4      ,R12
2011-560 ,US Open             ,Hard   ,29-08-2011,103900,David Nalbandian       ,76,670,104035,Bobby Reynolds         ,118,467,4-6 6-3 6-4 6-3  ,R12
2012-560 ,US Open             ,Hard   ,27-08-2012,105065,Tim Smyczek            ,179,284,104035,Bobby Reynolds         ,151,350,1-6 6-4 6-2 4-6 6,R12
2012-404 ,Indian Wells Masters              ,Hard   ,08-03-2012,103598,Xavier Malisse         ,67,735,104035,Bobby Reynolds         ,115,498,6-2 6-4          ,R12
2013-540 ,Wimbledon             ,Grass   ,24-06-2013,104925,Novak Djokovic         ,1,11830,104035,Bobby Reynolds         ,156,346,7-6(2) 6-3 6-1   ,R64
2013-404 ,Indian Wells Masters              ,Hard   ,07-03-2013,103888,Mardy Fish             ,32,1125,104035,Bobby Reynolds         ,166,314,6-3 3-6 6-4      ,R64
2010-540 ,Wimbledon             ,Grass   ,21-06-2010,104229,Yen Hsun Lu            ,82,626,104053,Andy Roddick           ,7,4510,4-6 7-6(3) 7-6(4),R16
2010-560 ,US Open             ,Hard   ,30-08-2010,104386,Janko Tipsarevic       ,44,1020,104053,Andy Roddick           ,9,3225,3-6 7-5 6-3 7-6(4,R64
2010-580 ,Australian Open             ,Hard   ,18-01-2010,105227,Marin Cilic            ,14,2430,104053,Andy Roddick           ,7,4510,7-6(4) 6-3 3-6 2-,QF
2010-352 ,Paris Masters             ,Hard   ,07-11-2010,104417,Robin Soderling        ,5,4960,104053,Andy Roddick           ,8,3485,7-5 6-4          ,QF
2010-422 ,Cincinnati Masters             ,Hard   ,15-08-2010,103888,Mardy Fish             ,36,1151,104053,Andy Roddick           ,13,2875,4-6 7-6(3) 6-1   ,SF
2010-520 ,Roland-Garros              ,Clay   ,24-05-2010,104559,Teymuraz Gabashvili    ,114,453,104053,Andy Roddick           ,8,4600,6-4 6-4 6-2      ,R32
2010-404 ,Indian Wells Masters              ,Hard   ,11-03-2010,103344,Ivan Ljubicic          ,26,1520,104053,Andy Roddick           ,8,3720,7-6(3) 7-6(5)    ,F
2011-560 ,US Open             ,Hard   ,29-08-2011,104745,Rafael Nadal           ,2,11420,104053,Andy Roddick           ,21,1680,6-2 6-1 6-3      ,QF
2011-580 ,Australian Open             ,Hard   ,17-01-2011,104527,Stanislas Wawrinka     ,19,1855,104053,Andy Roddick           ,8,3565,6-3 6-4 6-4      ,R16
2011-422 ,Cincinnati Masters             ,Hard   ,14-08-2011,104259,Philipp Kohlschreib    ,47,910,104053,Andy Roddick           ,15,2030,6-7(5) 7-5 6-1   ,R64
2011-540 ,Wimbledon             ,Grass   ,20-06-2011,103852,Feliciano Lopez        ,44,1020,104053,Andy Roddick           ,10,2200,7-6(2) 7-6(2) 6-4,R32
2011-416 ,Rome Masters Masters             ,Clay   ,08-05-2011,104468,Gilles Simon           ,19,1520,104053,Andy Roddick           ,12,2280,6-3 6-3          ,R64
2011-403 ,Miami Masters             ,Hard   ,23-03-2011,104655,Pablo Cuevas           ,67,735,104053,Andy Roddick           ,8,3260,6-4 7-6(4)       ,R64
2011-404 ,Indian Wells Masters              ,Hard   ,10-03-2011,104755,Richard Gasquet        ,21,1495,104053,Andy Roddick           ,8,3770,6-3 7-6(5)       ,R16
2011-352 ,Paris Masters             ,Hard   ,07-11-2011,104918,Andy Murray            ,3,7780,104053,Andy Roddick           ,15,2030,6-2 6-2          ,R16
2012-422 ,Cincinnati Masters             ,Hard   ,12-08-2012,104871,Jeremy Chardy          ,38,1004,104053,Andy Roddick           ,21,1645,7-6(4) 6-3       ,R64
2012-540 ,Wimbledon             ,Grass   ,25-06-2012,103970,David Ferrer           ,5,5250,104053,Andy Roddick           ,25,1395,2-6 7-6(8) 6-4 6-,R32
