player_id,player_name,surface,ranking,ace,df,firstIn,firstWon,secondWon,bpFaced,bpSaved,SvGms
 104229,Yen Hsun Lu        ,Clay               ,76,4,0,41,32,9,1,0,11
 104229,Yen Hsun Lu        ,Gras               ,75,12,3,113,85,31,13,12,23
 104229,Yen Hsun Lu        ,Hard               ,70,5,2,45,35,21,4,2,13
 104259,Philipp Kohlschreib,Clay               ,20,5,1,47,36,16,6,4,13
 104259,Philipp Kohlschreib,Hard               ,23,10,2,50,41,18,4,3,14
 104269,Fernando Verdasco  ,Clay               ,53,3,4,48,38,14,5,4,13
 104269,Fernando Verdasco  ,Gras               ,54,13,4,57,48,20,2,1,16
 104269,Fernando Verdasco  ,Hard               ,27,3,6,61,45,21,8,6,16
 104312,Andreas Seppi      ,Clay               ,22,11,2,102,70,36,10,5,26
 104312,Andreas Seppi      ,Gras               ,28,8,2,76,55,27,6,4,19
 104312,Andreas Seppi      ,Hard               ,22,9,5,66,50,24,9,6,18
 104338,Juan Monaco        ,Clay               ,20,1,1,41,26,9,6,4,10
 104338,Juan Monaco        ,Gras               ,20,6,1,64,50,16,2,1,16
 104338,Juan Monaco        ,Hard               ,32,3,3,36,29,7,5,4,9
 104424,Go Soeda           ,Gras               ,129,9,2,47,39,25,2,0,16
 104424,Go Soeda           ,Hard               ,73,6,3,72,52,31,5,2,19
 104460,Dustin Brown       ,Gras               ,189,15,4,75,59,18,6,6,17
 104468,Gilles Simon       ,Clay               ,18,4,2,60,39,25,12,7,17
 104468,Gilles Simon       ,Hard               ,14,4,5,67,43,22,11,7,16
 104471,Ivan Dodig         ,Gras               ,49,16,4,63,50,21,4,3,15
 104471,Ivan Dodig         ,Hard               ,52,13,3,54,41,21,8,6,15
 104527,Stanislas Wawrinka ,Clay               ,13,8,2,61,46,20,6,4,16
 104527,Stanislas Wawrinka ,Hard               ,12,9,4,47,38,22,4,3,14
 104542,Jo Wilfried Tsonga ,Clay               ,8,5,1,47,37,18,3,2,13
 104542,Jo Wilfried Tsonga ,Gras               ,7,18,2,63,54,15,1,1,15
 104542,Jo Wilfried Tsonga ,Hard               ,8,9,2,49,38,19,5,4,13
 104545,John Isner         ,Clay               ,21,14,2,79,63,26,6,5,21
 104545,John Isner         ,Gras               ,21,22,1,71,55,19,0,0,16
 104545,John Isner         ,Hard               ,20,18,2,59,48,16,3,2,14
 104571,Marcos Baghdatis   ,Hard               ,44,13,4,56,43,27,6,4,17
 104586,Lukas Rosol        ,Clay               ,36,7,4,58,41,23,5,4,15
 104586,Lukas Rosol        ,Hard               ,61,9,3,40,31,22,5,4,12
 104594,Marinko Matosevic  ,Clay               ,54,3,2,50,32,21,12,9,11
 104594,Marinko Matosevic  ,Hard               ,66,3,2,37,25,15,5,3,10
 104597,Nicolas Almagro    ,Clay               ,13,13,4,49,42,22,6,4,15
 104597,Nicolas Almagro    ,Gras               ,16,16,4,66,57,24,2,0,20
 104597,Nicolas Almagro    ,Hard               ,12,13,3,40,33,20,3,2,12
 104607,Tomas Berdych      ,Clay               ,6,5,1,41,33,12,4,3,11
 104607,Tomas Berdych      ,Gras               ,6,14,3,61,52,25,6,5,18
 104607,Tomas Berdych      ,Hard               ,6,8,2,43,34,18,5,4,12
 104620,Simone Bolelli     ,Hard               ,76,3,2,58,38,20,9,5,15
 104655,Pablo Cuevas       ,Clay               ,762,5,6,85,67,27,12,7,25
 104660,Sergiy Stakhovsky  ,Gras               ,116,12,2,78,60,28,5,4,18
 104665,Pablo Andujar      ,Clay               ,96,4,6,78,51,19,11,9,16
 104665,Pablo Andujar      ,Hard               ,51,2,4,52,36,19,8,6,12
 104678,Viktor Troicki     ,Clay               ,53,10,3,64,46,24,7,4,17
 104678,Viktor Troicki     ,Gras               ,44,15,3,58,49,16,2,2,16
 104678,Viktor Troicki     ,Hard               ,44,4,2,38,27,9,11,8,9
 104719,Marcel Granollers  ,Clay               ,36,2,0,50,34,15,4,2,12
 104719,Marcel Granollers  ,Hard               ,40,7,3,60,43,22,8,5,17
 104731,Kevin Anderson     ,Clay               ,26,10,2,59,46,17,5,4,14
 104731,Kevin Anderson     ,Gras               ,23,22,2,51,44,16,0,0,14
 104731,Kevin Anderson     ,Hard               ,31,10,3,58,44,16,4,2,15
 104735,Tobias Kamke       ,Clay               ,72,4,6,83,53,15,18,8,21
 104735,Tobias Kamke       ,Hard               ,89,4,2,54,39,22,5,4,13
 104745,Rafael Nadal       ,Clay               ,5,2,1,59,42,12,6,4,13
 104745,Rafael Nadal       ,Hard               ,3,3,2,50,38,14,3,3,12
 104755,Richard Gasquet    ,Clay               ,9,4,3,42,32,15,3,2,12
 104755,Richard Gasquet    ,Gras               ,9,10,3,72,56,22,6,2,20
 104755,Richard Gasquet    ,Hard               ,10,8,3,52,39,20,6,5,14
 104792,Gael Monfils       ,Clay               ,81,17,4,114,84,30,8,6,25
 104792,Gael Monfils       ,Hard               ,70,20,13,73,58,18,6,3,19
 104797,Denis Istomin      ,Clay               ,44,8,3,68,54,14,5,2,16
 104797,Denis Istomin      ,Hard               ,60,8,3,55,39,21,7,4,15
 104871,Jeremy Chardy      ,Clay               ,28,9,4,52,41,16,3,2,14
 104871,Jeremy Chardy      ,Gras               ,25,16,8,82,66,26,4,2,22
 104871,Jeremy Chardy      ,Hard               ,35,12,7,73,58,24,8,6,19
 104882,Blaz Kavcic        ,Clay               ,104,1,0,44,33,17,5,4,12
 104882,Blaz Kavcic        ,Hard               ,93,12,4,88,66,26,9,6,21
 104890,Andreas Haider Maur,Hard               ,88,10,12,79,58,43,22,17,23
 104898,Robin Haase        ,Clay               ,66,8,6,82,59,25,6,3,20
 104898,Robin Haase        ,Hard               ,49,10,4,42,37,15,3,2,11
 104918,Andy Murray        ,Clay               ,2,8,1,31,28,10,5,4,9
 104918,Andy Murray        ,Gras               ,2,13,2,66,52,19,6,4,17
 104918,Andy Murray        ,Hard               ,3,7,2,50,38,16,5,3,13
 104919,Leonardo Mayer     ,Gras               ,84,13,4,58,47,20,6,6,14
 104919,Leonardo Mayer     ,Hard               ,70,5,5,56,39,22,8,6,14
 104925,Novak Djokovic     ,Clay               ,1,4,1,49,36,14,4,3,12
 104925,Novak Djokovic     ,Gras               ,1,13,1,63,51,20,3,2,17
 104925,Novak Djokovic     ,Hard               ,1,6,2,49,37,16,4,3,13
 104926,Fabio Fognini      ,Clay               ,30,4,2,49,34,17,7,5,12
 104926,Fabio Fognini      ,Hard               ,29,2,3,33,26,11,6,4,9
 104932,Kenny De Schepper  ,Gras               ,80,16,4,77,59,16,6,5,16
 104997,Igor Sijsling      ,Clay               ,62,16,3,56,41,18,5,3,14
 104997,Igor Sijsling      ,Gras               ,64,14,6,62,50,22,5,5,16
 104997,Igor Sijsling      ,Hard               ,74,2,0,6,5,7,0,0,3
 105023,Sam Querrey        ,Clay               ,20,9,4,52,42,16,4,2,16
 105023,Sam Querrey        ,Hard               ,23,15,4,57,46,19,4,2,15
 105041,Lukas Lacko        ,Hard               ,44,12,4,59,51,20,7,6,15
 105053,Santiago Giraldo   ,Gras               ,91,13,0,105,76,30,9,7,24
 105053,Santiago Giraldo   ,Hard               ,85,2,2,40,32,12,3,2,12
 105062,Mikhail Kukushkin  ,Hard               ,172,6,2,56,38,28,8,5,16
 105064,Thomaz Bellucci    ,Hard               ,40,8,4,48,33,26,9,6,14
 105077,Albert Ramos       ,Clay               ,66,4,2,33,24,10,2,0,9
 105077,Albert Ramos       ,Hard               ,60,4,2,44,32,14,4,2,11
 105138,Roberto Bautista Ag,Clay               ,64,3,0,65,42,8,9,6,12
 105138,Roberto Bautista Ag,Gras               ,60,6,1,88,63,16,8,6,16
 105138,Roberto Bautista Ag,Hard               ,60,1,4,70,46,19,6,4,16
 105147,Tatsuma Ito        ,Hard               ,84,3,9,81,50,39,15,7,23
 105173,Adrian Mannarino   ,Gras               ,111,8,1,32,26,12,2,2,9
 105173,Adrian Mannarino   ,Hard               ,63,12,5,72,58,36,7,6,20
 105208,Ernests Gulbis     ,Clay               ,47,6,4,40,33,16,4,3,12
 105208,Ernests Gulbis     ,Gras               ,39,16,7,64,50,18,10,8,16
 105208,Ernests Gulbis     ,Hard               ,52,6,4,38,30,14,5,4,11
 105227,Marin Cilic        ,Clay               ,11,5,2,34,28,17,3,2,11
 105227,Marin Cilic        ,Gras               ,12,16,2,56,45,16,1,0,15
 105227,Marin Cilic        ,Hard               ,16,8,2,42,34,22,4,4,13
 105238,Alexandr Dolgopolov,Clay               ,23,3,0,20,18,19,2,2,9
 105238,Alexandr Dolgopolov,Gras               ,24,10,2,48,40,18,2,0,15
 105238,Alexandr Dolgopolov,Hard               ,32,5,4,34,28,21,8,6,11
 105311,Joao Sousa         ,Clay               ,119,7,2,54,40,14,4,3,12
 105311,Joao Sousa         ,Hard               ,97,5,3,73,54,24,11,7,20
 105373,Martin Klizan      ,Clay               ,35,8,4,45,31,23,12,9,12
 105373,Martin Klizan      ,Hard               ,40,6,7,57,45,33,8,6,17
 105385,Donald Young       ,Hard               ,157,3,7,55,39,10,9,9,10
 105453,Kei Nishikori      ,Clay               ,15,3,4,56,40,18,7,4,14
 105453,Kei Nishikori      ,Gras               ,11,2,4,62,44,19,4,2,14
 105453,Kei Nishikori      ,Hard               ,16,4,3,51,36,17,5,3,13
 105526,Jan Lennard Struff ,Gras               ,115,20,3,50,38,22,9,9,13
 105575,Ricardas Berankis  ,Hard               ,110,6,2,48,39,24,3,3,14
 105577,Vasek Pospisil     ,Gras               ,103,25,3,62,56,11,6,5,15
 105577,Vasek Pospisil     ,Hard               ,65,10,3,38,30,15,5,4,10
 105643,Federico Delbonis  ,Clay               ,125,8,8,63,52,27,8,7,18
 105668,Jerzy Janowicz     ,Clay               ,24,10,4,56,41,22,7,5,14
 105668,Jerzy Janowicz     ,Gras               ,22,19,5,59,50,18,5,4,16
 105668,Jerzy Janowicz     ,Hard               ,21,13,9,63,48,20,8,5,16
 105676,David Goffin       ,Hard               ,62,2,7,52,36,20,10,6,13
 105683,Milos Raonic       ,Clay               ,16,18,4,59,47,19,5,3,16
 105683,Milos Raonic       ,Gras               ,15,19,5,51,45,13,1,1,14
 105683,Milos Raonic       ,Hard               ,13,16,4,50,42,17,3,2,14
 105723,Andrey Kuznetsov   ,Clay               ,82,5,0,26,20,8,0,0,6
 105723,Andrey Kuznetsov   ,Gras               ,78,21,3,67,56,21,9,7,19
 105723,Andrey Kuznetsov   ,Hard               ,79,5,7,53,36,21,12,8,13
 105777,Grigor Dimitrov    ,Clay               ,31,5,2,36,29,13,4,3,10
 105777,Grigor Dimitrov    ,Gras               ,31,15,2,46,43,10,0,0,13
 105777,Grigor Dimitrov    ,Hard               ,28,10,2,41,34,11,4,3,11
 106058,Jack Sock          ,Clay               ,118,4,2,45,32,23,7,5,14
 106058,Jack Sock          ,Hard               ,86,6,8,60,44,28,8,6,18
 106071,Bernard Tomic      ,Gras               ,59,11,1,109,80,16,9,6,22
 106071,Bernard Tomic      ,Hard               ,46,11,1,65,51,19,5,3,17
 106401,Nick Kyrgios       ,Clay               ,262,10,7,78,64,35,6,5,18
