player_id,player_name,surface,ranking,ace,df,firstIn,firstWon,secondWon,bpFaced,bpSaved,SvGms
 104269,Fernando Verdasco  ,Clay               ,19,5,4,79,56,18,8,6,17
 104269,Fernando Verdasco  ,Gras               ,22,12,8,125,95,27,17,12,28
 104269,Fernando Verdasco  ,Hard               ,16,7,4,56,42,15,6,4,14
 104291,Malek Jaziri       ,Hard               ,181,9,4,57,47,23,7,5,18
 104312,Andreas Seppi      ,Clay               ,51,8,1,67,54,15,2,1,17
 104312,Andreas Seppi      ,Gras               ,38,12,3,65,49,18,6,4,16
 104312,Andreas Seppi      ,Hard               ,48,7,2,56,42,20,5,2,15
 104338,Juan Monaco        ,Clay               ,37,5,1,40,34,12,2,1,12
 104338,Juan Monaco        ,Hard               ,35,3,2,55,39,15,5,3,13
 104468,Gilles Simon       ,Clay               ,20,2,2,47,33,20,7,5,13
 104468,Gilles Simon       ,Gras               ,16,5,1,63,49,29,8,5,19
 104468,Gilles Simon       ,Hard               ,20,7,4,57,43,25,6,4,16
 104471,Ivan Dodig         ,Hard               ,49,10,4,52,39,24,5,3,15
 104527,Stanislas Wawrinka ,Clay               ,14,7,3,74,52,23,8,6,17
 104527,Stanislas Wawrinka ,Gras               ,14,11,1,47,40,21,0,0,15
 104527,Stanislas Wawrinka ,Hard               ,17,8,3,46,36,20,5,3,14
 104542,Jo Wilfried Tsonga ,Clay               ,17,8,2,49,36,18,4,2,12
 104542,Jo Wilfried Tsonga ,Gras               ,19,19,4,76,60,21,7,6,18
 104542,Jo Wilfried Tsonga ,Hard               ,12,11,3,54,43,21,5,4,15
 104545,John Isner         ,Gras               ,47,8,2,66,52,20,2,1,16
 104545,John Isner         ,Hard               ,25,16,3,64,50,16,4,3,15
 104559,Teymuraz Gabashvili,Hard               ,77,4,7,37,29,12,5,3,10
 104571,Marcos Baghdatis   ,Clay               ,29,8,1,60,47,23,10,9,14
 104571,Marcos Baghdatis   ,Gras               ,30,16,3,74,58,31,8,5,21
 104571,Marcos Baghdatis   ,Hard               ,22,15,4,62,50,30,9,6,20
 104586,Lukas Rosol        ,Clay               ,111,14,8,113,83,35,14,9,26
 104597,Nicolas Almagro    ,Clay               ,11,5,3,47,35,14,6,4,12
 104597,Nicolas Almagro    ,Gras               ,15,22,2,82,70,29,2,1,22
 104597,Nicolas Almagro    ,Hard               ,12,11,3,51,41,24,5,4,15
 104607,Tomas Berdych      ,Clay               ,7,5,1,37,28,20,5,4,10
 104607,Tomas Berdych      ,Gras               ,7,13,1,36,32,19,0,0,13
 104607,Tomas Berdych      ,Hard               ,8,8,3,43,36,16,4,3,12
 104620,Simone Bolelli     ,Clay               ,126,7,0,77,61,19,4,4,18
 104620,Simone Bolelli     ,Gras               ,116,6,1,74,52,22,12,10,16
 104655,Pablo Cuevas       ,Hard               ,67,7,2,39,33,16,2,2,11
 104660,Sergiy Stakhovsky  ,Clay               ,36,9,1,71,52,21,7,4,18
 104660,Sergiy Stakhovsky  ,Gras               ,46,6,2,45,36,21,0,0,14
 104660,Sergiy Stakhovsky  ,Hard               ,46,8,3,46,34,12,7,5,12
 104665,Pablo Andujar      ,Clay               ,48,6,0,76,50,22,15,13,15
 104665,Pablo Andujar      ,Hard               ,69,2,4,64,42,24,8,5,15
 104678,Viktor Troicki     ,Clay               ,15,8,1,50,36,15,7,4,13
 104678,Viktor Troicki     ,Gras               ,12,28,7,78,58,24,8,6,19
 104678,Viktor Troicki     ,Hard               ,19,8,2,45,35,17,7,5,12
 104719,Marcel Granollers  ,Clay               ,47,4,1,77,62,25,7,6,19
 104719,Marcel Granollers  ,Hard               ,46,5,3,60,44,19,6,4,15
 104731,Kevin Anderson     ,Clay               ,35,22,3,80,64,25,7,5,21
 104731,Kevin Anderson     ,Gras               ,36,18,4,111,85,26,8,6,26
 104731,Kevin Anderson     ,Hard               ,37,10,1,44,36,12,2,2,11
 104735,Tobias Kamke       ,Clay               ,76,14,2,69,47,33,9,6,19
 104735,Tobias Kamke       ,Gras               ,83,5,7,93,67,26,13,8,21
 104745,Rafael Nadal       ,Clay               ,1,3,2,56,40,13,6,4,13
 104745,Rafael Nadal       ,Gras               ,1,7,1,67,53,17,4,2,17
 104745,Rafael Nadal       ,Hard               ,1,4,2,45,34,14,4,3,12
 104755,Richard Gasquet    ,Clay               ,16,5,2,53,38,18,5,3,14
 104755,Richard Gasquet    ,Gras               ,13,12,2,60,44,17,6,4,15
 104755,Richard Gasquet    ,Hard               ,19,7,2,42,33,15,3,2,11
 104792,Gael Monfils       ,Clay               ,9,5,3,60,44,23,8,4,17
 104792,Gael Monfils       ,Gras               ,8,14,4,78,59,17,8,4,18
 104792,Gael Monfils       ,Hard               ,9,6,3,59,43,20,7,4,15
 104797,Denis Istomin      ,Gras               ,65,18,3,70,61,18,4,3,19
 104797,Denis Istomin      ,Hard               ,74,8,2,59,42,22,8,4,16
 104871,Jeremy Chardy      ,Clay               ,61,4,4,43,36,19,2,1,14
 104871,Jeremy Chardy      ,Hard               ,110,7,1,15,15,5,0,0,5
 104882,Blaz Kavcic        ,Clay               ,82,9,6,50,37,15,6,4,13
 104882,Blaz Kavcic        ,Hard               ,98,4,2,93,69,21,11,6,21
 104890,Andreas Haider Maur,Clay               ,88,10,7,69,56,29,5,5,17
 104890,Andreas Haider Maur,Gras               ,78,39,7,72,64,13,3,3,15
 104898,Robin Haase        ,Clay               ,58,6,1,68,50,18,12,8,16
 104898,Robin Haase        ,Gras               ,58,18,2,65,52,18,6,4,17
 104898,Robin Haase        ,Hard               ,55,7,3,68,48,22,8,5,16
 104918,Andy Murray        ,Clay               ,4,7,2,46,34,16,8,5,13
 104918,Andy Murray        ,Gras               ,4,12,3,56,47,21,3,2,16
 104918,Andy Murray        ,Hard               ,4,8,3,47,36,17,6,4,13
 104919,Leonardo Mayer     ,Clay               ,217,4,4,60,44,30,4,2,18
 104925,Novak Djokovic     ,Clay               ,2,3,1,45,34,13,4,2,12
 104925,Novak Djokovic     ,Gras               ,2,9,2,65,50,18,4,2,17
 104925,Novak Djokovic     ,Hard               ,2,4,2,46,34,14,5,3,11
 104926,Fabio Fognini      ,Clay               ,50,4,5,58,43,23,7,4,17
 104926,Fabio Fognini      ,Hard               ,38,6,4,57,43,22,6,3,16
 104947,Marsel Ilhan       ,Clay               ,123,25,1,79,65,17,8,4,21
 104947,Marsel Ilhan       ,Hard               ,108,6,2,28,24,11,2,2,8
 104979,Andrey Golubev     ,Hard               ,70,6,3,36,28,14,4,3,10
 105023,Sam Querrey        ,Clay               ,26,8,6,40,31,24,6,6,12
 105023,Sam Querrey        ,Hard               ,23,11,1,41,34,11,4,4,10
 105053,Santiago Giraldo   ,Hard               ,52,6,3,62,42,24,6,2,18
 105062,Mikhail Kukushkin  ,Clay               ,62,4,0,59,44,17,6,6,14
 105062,Mikhail Kukushkin  ,Hard               ,63,8,2,57,42,30,11,8,17
 105064,Thomaz Bellucci    ,Clay               ,25,8,2,59,49,26,4,2,18
 105064,Thomaz Bellucci    ,Hard               ,32,11,4,63,50,19,10,8,16
 105077,Albert Ramos       ,Clay               ,117,9,7,113,67,38,28,20,24
 105173,Adrian Mannarino   ,Gras               ,55,4,5,116,77,35,19,12,26
 105173,Adrian Mannarino   ,Hard               ,80,6,2,39,34,12,3,2,11
 105208,Ernests Gulbis     ,Clay               ,30,9,3,26,19,17,2,1,9
 105208,Ernests Gulbis     ,Hard               ,49,12,4,48,38,16,4,4,12
 105227,Marin Cilic        ,Clay               ,23,3,2,22,17,12,2,1,7
 105227,Marin Cilic        ,Hard               ,22,10,4,44,35,25,5,4,14
 105238,Alexandr Dolgopolov,Clay               ,22,10,2,44,36,18,4,3,12
 105238,Alexandr Dolgopolov,Hard               ,30,12,4,46,37,26,6,3,16
 105385,Donald Young       ,Hard               ,108,2,5,58,40,22,9,6,16
 105453,Kei Nishikori      ,Clay               ,59,1,5,71,46,16,15,12,13
 105453,Kei Nishikori      ,Hard               ,75,4,3,69,47,20,9,6,15
 105575,Ricardas Berankis  ,Hard               ,88,6,2,35,26,19,4,2,12
 105577,Vasek Pospisil     ,Hard               ,149,10,6,46,36,21,6,6,13
 105683,Milos Raonic       ,Clay               ,34,6,2,41,32,8,6,4,10
 105683,Milos Raonic       ,Gras               ,25,25,0,57,49,21,1,1,16
 105683,Milos Raonic       ,Hard               ,106,19,3,57,46,22,4,2,15
 105777,Grigor Dimitrov    ,Gras               ,62,3,3,87,59,20,9,6,18
 105777,Grigor Dimitrov    ,Hard               ,80,4,2,38,32,18,2,2,12
 106058,Jack Sock          ,Hard               ,555,13,6,61,47,24,6,3,18
 106071,Bernard Tomic      ,Gras               ,158,10,1,77,57,18,5,4,18
 106071,Bernard Tomic      ,Hard               ,143,8,3,62,48,20,5,4,15
